Town,County,Best Towns Rank,Diversity Index,Population density,Diversity Index rank,Pop. density rank,Diversity Index percentile,Pop. density percentile,"Population, 2013-17",Square miles,pct Asian,pct Black,pct Two or more,pct Native American,pct Other race,pct Pacific Islander,pct White,pct Hispanic,pct Non-Hispanic,"Med. Household Income, 2013-17",twp_identifier
Woodland Park,Passaic,327,0.38627824923819687,4273,184,138,0.5265017667844523,0.6431095406360424,12542,2.9349476441999998,0.06442353691596236,0.06250996651251794,0.030059001754106203,0.008929995216073992,0.058682825705629084,0,0.7753946738957104,0.2704512836868123,0.7295487163131877,73870,Woodland Park Passaic
Maurice River,Cumberland,328,0.6276868288943616,75,28,524,0.9187279151943463,0,6958,93.1659041313,0.020695602184535786,0.4027019258407588,0.025869502730669732,0.0030181086519114686,0.10204081632653061,0,0.44567404426559354,0.1570853693590112,0.8429146306409888,72455,Maurice River township Cumberland
Gloucester City,Camden,329,0.335982367184244,4908,218,112,0.4381625441696113,0.696113074204947,11333,2.3093092737,0.05761934174534545,0.035030442071825645,0.002823612459189976,0.001058854672196241,0.0972381540633548,0,0.8062295949880879,0.14382775963998942,0.8561722403600106,51152,Gloucester City Camden
Hawthorne,Passaic,330,0.17601909461393028,5745,363,91,0.16607773851590105,0.7420494699646644,19065,3.3183630909,0.007920272751114609,0.026803042223970626,0.018830317335431418,0,0.04023078940466824,0,0.9062155782848151,0.2058221872541306,0.7941778127458694,93675,Hawthorne Passaic
Morristown,Morris,331,0.4447035128991319,6474,140,72,0.6395759717314488,0.7915194346289752,18833,2.909136087,0.06085063452450486,0.0909042637922795,0.030850103541655606,0,0.0859661232942176,0,0.7314288748473424,0.3269792385705942,0.6730207614294058,92296,Morristown Morris
Phillipsburg,Warren,332,0.34269970994969057,4557,214,122,0.45229681978798586,0.6749116607773852,14540,3.190602987,0.013755158184319119,0.11196698762035763,0.03500687757909216,0.0026134800550206326,0.03535075653370014,0,0.8013067400275103,0.13328748280605227,0.8667125171939477,49274,Phillipsburg Warren
Winslow,Camden,333,0.582905717046488,685,50,401,0.8692579505300353,0.14840989399293286,39317,57.4119178776,0.023704758755754507,0.35727547880051885,0.0464430144721113,0.0029758119897245468,0.0353027952285271,0,0.5342981407533637,0.10651880865783249,0.8934811913421675,76640,Winslow township Camden
White Twp.,Warren,335,0.09459688440268765,174,478,490,0.0176678445229682,0.0035335689045936395,4771,27.3417498783,0.015719974848040243,0.028924753720394047,0.001467197652483756,0.001467197652483756,0.001467197652483756,0,0.9509536784741145,0.05722070844686648,0.9427792915531336,63663,White township Warren
Aberdeen,Monmouth,336,0.3615150095642945,3375,199,195,0.4911660777385159,0.5300353356890459,18372,5.4433856763,0.052307859786631834,0.08708904855214457,0.03233180927498367,7.075985194861746e-4,0.03586980187241454,5.987372087959939e-4,0.7910951447855432,0.10657522316568692,0.8934247768343131,93016,Aberdeen township Monmouth
Somerville,Somerset,337,0.4693278759145174,5233,124,104,0.6749116607773852,0.7208480565371025,12234,2.3380640712,0.11239169527546183,0.09596207291155795,0.026156612718652935,8.173941474579042e-4,0.053866274317475885,0,0.7108059506293934,0.21775380088278568,0.7822461991172143,72731,Somerville Somerset
Tuckerton,Ocean,338,0.11372393760063337,1000,445,369,0.05653710247349823,0.21554770318021202,3371,3.3704306064,0.031148027291604864,0.018985464253930585,0.009196084247997626,0,0,0,0.940670424206467,0.01601898546425393,0.983981014535746,57868,Tuckerton Ocean
Saddle Brook,Bergen,339,0.22223470873537476,5229,322,105,0.24028268551236748,0.7173144876325088,14076,2.6919706671,0.08922989485649332,0.013071895424836602,0.010088093208297812,0,0.010443307757885763,0,0.8771668087524865,0.14727195225916453,0.8527280477408354,94177,Saddle Brook township Bergen
North Brunswick,Middlesex,340,0.6444935349239588,3540,24,184,0.9293286219081273,0.558303886925795,42591,12.0326516739,0.24963020356413326,0.18783311028151486,0.015613627292150925,0.003216642013570942,0.03719095583573995,2.817496654222723e-4,0.5062337113474678,0.19471249794557535,0.8052875020544247,88723,North Brunswick township Middlesex
Woodlynne,Camden,341,0.7300649238724504,13559,2,18,0.9964664310954063,0.9434628975265018,2950,0.2175658056,0.11864406779661017,0.31966101694915255,0.007457627118644068,0,0.2810169491525424,0,0.27322033898305087,0.4793220338983051,0.5206779661016949,45201,Woodlynne Camden
Woodbury Heights,Gloucester,342,0.12309218856100035,2414,433,253,0.0706713780918728,0.43109540636042404,3008,1.2462582132,0.011968085106382979,0.01695478723404255,0.02327127659574468,0,0.011968085106382979,0,0.9358377659574468,0.05618351063829787,0.9438164893617021,80444,Woodbury Heights Gloucester
Hackettstown,Warren,343,0.27520253995377153,2649,268,235,0.3462897526501767,0.4628975265017668,9569,3.6118245735,0.03615842825791619,0.032291775525133244,0.007524297209739785,8.360330233044205e-4,0.0753474762253109,0.0012540495349566308,0.8465879402236388,0.2081722228028007,0.7918277771971993,63940,Hackettstown Warren
Ocean Gate,Ocean,344,0.09670964952418193,3558,470,182,0.0176678445229682,0.558303886925795,1911,0.5370967602,0.003663003663003663,0.04709576138147567,0,0,0,0,0.9492412349555207,0.07796964939822083,0.9220303506017792,62813,Ocean Gate Ocean
Belvidere,Warren,345,0.09262065724947988,1810,479,297,0.0176678445229682,0.36395759717314485,2619,1.4467518351,0.016036655211912942,0.0038182512409316535,0.012600229095074456,0.009927453226422299,0.005345551737304314,0,0.9522718594883544,0.037800687285223365,0.9621993127147767,51917,Belvidere Warren
Riverside,Burlington,346,0.375724504421001,5369,188,99,0.5159010600706714,0.7279151943462897,7969,1.4841950409,0.015560296147571841,0.13577613251348977,0.01167022211067888,0.0038900740368929604,0.057096247960848286,0,0.7760070272305183,0.11958840506964487,0.8804115949303551,60885,Riverside township Burlington
Roselle Park,Union,347,0.5675204831354875,11196,62,30,0.8374558303886925,0.9151943462897526,13709,1.2244987755,0.08344882923626815,0.093515208986797,0.027573127142752937,0.0026260121088336127,0.17090962141658764,0,0.6219272011087607,0.27215697716828363,0.7278430228317164,67300,Roselle Park Union
Middle Twp.,Cape May,349,0.29335824228636154,265,253,461,0.37809187279151946,0.024734982332155476,18623,70.3003455297,0.013424260323256188,0.11829458196853353,0.024271062664447188,8.591526606883961e-4,0.011437469795414273,0,0.8317134725876604,0.059872201041722604,0.9401277989582774,62249,Middle township Cape May
Island Heights,Ocean,350,0.18946286967991588,2596,350,239,0.18374558303886926,0.4558303886925795,1581,0.6089094297,0.010120177103099304,0.007590132827324478,0.08412397216951296,0.0018975332068311196,0,0,0.8962681846932321,0.03795066413662239,0.9620493358633776,82174,Island Heights Ocean
Barrington,Camden,351,0.1191241913267812,4307,441,136,0.06007067137809187,0.6466431095406361,6811,1.5812111601,0.004551460872118632,0.02686830127734547,0.02084862722067244,0.0035237116429305535,0.006313316693583908,0,0.937894582293349,0.034209367200117455,0.9657906327998825,72602,Barrington Camden
Pennsauken,Camden,352,0.6980178277440263,3423,5,188,0.9893992932862191,0.5512367491166078,35863,10.4784632667,0.07383654462816831,0.26595655689708053,0.03580291665504838,0.004823913225329727,0.18007417115132587,0.0012547751164152469,0.4382511223266319,0.3187407634609486,0.6812592365390514,67495,Pennsauken township Camden
Somers Point,Atlantic,355,0.37838391714863073,2654,186,234,0.5229681978798587,0.4664310954063604,10644,4.0104457965,0.05674558436677941,0.1380120255543029,0.018038331454340473,7.51597143930853e-4,0.012589252160841788,0,0.7738632093198046,0.10700864336715521,0.8929913566328448,52397,Somers Point Atlantic
Teaneck,Bergen,356,0.6154325271757565,6784,33,68,0.9081272084805654,0.8021201413427562,40977,6.0405387471,0.08492569002123142,0.27627693584205776,0.022671254606242527,0.0016594675061619934,0.07060058081362716,2.440393391414696e-4,0.5436220318715377,0.1912780340190839,0.8087219659809162,106411,Teaneck township Bergen
Lawnside,Camden,357,0.26359563510582873,2039,277,286,0.3215547703180212,0.3710247349823322,2917,1.4304410405999999,0.011312992800822763,0.8543023654439492,0.052451148440178265,0,0.020911895783339046,0.00411381556393555,0.056907781967775115,0.04388069934864587,0.9561193006513541,64103,Lawnside Camden
Little Falls,Passaic,358,0.2607365667788796,5193,286,106,0.31448763250883394,0.7137809187279152,14524,2.7967875507,0.06747452492426328,0.03470118424676398,0.027816028642247314,3.442577802258331e-4,0.013357201872762325,4.131093362709997e-4,0.8558936931974662,0.11112641145689893,0.8888735885431011,85427,Little Falls township Passaic
Magnolia,Camden,359,0.4555678533168964,4405,136,132,0.6501766784452296,0.6501766784452296,4310,0.9784426509,0.03155452436194896,0.12807424593967517,0.06078886310904873,9.280742459396752e-4,0.051276102088167054,0.00580046403712297,0.7215777262180975,0.10417633410672854,0.8958236658932714,53938,Magnolia Camden
Glassboro,Gloucester,360,0.4974546233451588,2080,106,285,0.7173144876325088,0.3745583038869258,19387,9.3201269733,0.02873059266518801,0.18631041419507918,0.02904007840305359,0,0.07757775829163872,0,0.6783411564450404,0.12018362820446692,0.8798163717955331,69000,Glassboro Gloucester
Hopatcong,Sussex,362,0.1606379672836198,1333,383,342,0.13074204946996468,0.27208480565371024,14507,10.8842910462,0.03798166402426415,0.019990349486454815,0.008961191149100434,0,0.018129179017026265,0,0.9149376163231543,0.10519059764251741,0.8948094023574826,79613,Hopatcong Sussex
Folsom,Atlantic,364,0.21305082079242477,218,330,474,0.21908127208480566,0.014134275618374558,1804,8.263910655,0.01385809312638581,0.05709534368070954,0.04212860310421286,0,0.002771618625277162,0,0.8841463414634146,0.07538802660753881,0.9246119733924612,69712,Folsom Atlantic
Sea Girt,Monmouth,365,0.004658594402061955,1616,533,315,0,0.3392226148409894,1714,1.0605630321,5.834305717619603e-4,0.001750291715285881,0,0,0,0,0.9976662777129521,0.023920653442240373,0.9760793465577596,126667,Sea Girt Monmouth
Lower Alloways Creek,Salem,366,0.18793216623455322,37,353,529,0.18021201413427562,0,1661,45.3088021815,0,0.041541240216736906,0.048163756773028296,0.008428657435279952,0.0030102347983142685,0,0.8988561107766406,0.025285972305839857,0.9747140276941602,84688,Lower Alloways Creek township Salem
Woodbine,Cape May,367,0.5531241842568293,306,72,451,0.8091872791519434,0.0353356890459364,2454,8.0192780811,0.006112469437652812,0.2526487367563162,0.07171964140179299,0.004889975550122249,0.05215973920130399,0,0.6124694376528117,0.24775876120619397,0.752241238793806,41111,Woodbine Cape May
Mannington,Salem,368,0.4805558434770807,51,119,526,0.6784452296819788,0,1721,33.8827182408,0.01452643811737362,0.22661243463102848,0.02556653108657757,0,0.051714119697850086,0,0.6815804764671702,0.11098198721673445,0.8890180127832655,81667,Mannington township Salem
Highlands,Monmouth,369,0.08788615291588286,6466,483,73,0.014134275618374558,0.7879858657243817,4880,0.7547282028,0.003278688524590164,0.010040983606557377,0.018647540983606558,0,0.01331967213114754,0,0.9547131147540984,0.06618852459016393,0.9338114754098361,60817,Highlands Monmouth
Westville,Gloucester,370,0.24425177706804901,4128,300,143,0.2862190812720848,0.6395759717314488,4223,1.0230985908,0.030310206014681505,0.05114847264977504,0.04238692872365617,0,0.009945536348567369,0,0.8662088562633199,0.05872602415344542,0.9412739758465546,54375,Westville Gloucester
Maple Shade,Burlington,371,0.4027474244794599,4948,172,110,0.5618374558303887,0.7031802120141343,18940,3.8276749368,0.07053854276663146,0.10010559662090814,0.020538542766631467,0,0.04751847940865892,0,0.7612988384371701,0.10966209081309398,0.890337909186906,57460,Maple Shade township Burlington
Totowa,Passaic,372,0.27790153261983896,2707,266,229,0.35335689045936397,0.47703180212014135,10829,4.0002141465,0.06362545018007203,0.03481392557022809,0.017176101209714655,0,0.03878474466709761,0,0.8455997783728876,0.1640964077938868,0.8359035922061132,97729,Totowa Passaic
Palmyra,Burlington,373,0.47113166731590483,3926,123,157,0.6749116607773852,0.6007067137809188,7296,1.8582332769,0.03412828947368421,0.17722039473684212,0.015350877192982455,0,0.07168311403508772,9.594298245614035e-4,0.7006578947368421,0.08908991228070176,0.9109100877192983,68307,Palmyra Burlington
Eagleswood,Ocean,374,0.10462320823749782,100,458,517,0.03180212014134275,0,1605,16.102126755,0,0,0.04361370716510903,0,0.011214953271028037,0,0.9451713395638629,0.018691588785046728,0.9813084112149533,77708,Eagleswood township Ocean
Lacey,Ocean,375,0.06037855710325446,341,500,443,0.014134275618374558,0.05653710247349823,28444,83.3729143104,0.011847841372521446,0.008191534242722542,0.0036914639291238927,2.4609759527492617e-4,0.006820419069047954,0,0.9692026437913093,0.04739136549008578,0.9526086345099142,78649,Lacey township Ocean
South River,Middlesex,376,0.320414719285639,5869,229,88,0.4204946996466431,0.7526501766784452,16345,2.784993354,0.04037932089323952,0.06319975527684307,0.03468950749464668,0.0010400734169470787,0.03640256959314775,0.004894463138574488,0.8193943101866014,0.24190884062404405,0.758091159375956,62332,South River Middlesex
Barnegat,Ocean,378,0.21647052318938342,651,326,405,0.22968197879858657,0.13780918727915195,22141,34.0089999678,0.004968158619755205,0.07154148412447496,0.016259428210107944,0.0021679237613477257,0.023260015356126644,0,0.8818029899281875,0.08676211553227045,0.9132378844677296,69877,Barnegat township Ocean
Riverton,Burlington,379,0.16445088489044535,4125,378,144,0.1413427561837456,0.6395759717314488,2730,0.6617781027,0.00402930402930403,0.045054945054945054,0.029304029304029304,7.326007326007326e-4,0.008424908424908424,0,0.9124542124542124,0.04542124542124542,0.9545787545787546,95288,Riverton Burlington
Pemberton Twp.,Burlington,381,0.5172629616063841,448,93,427,0.7561837455830389,0.08833922261484099,27573,61.5544863219,0.02263083451202263,0.19482827403619482,0.09364233126609364,0.001341892431001342,0.02767199796902767,0.00054401044500054405,0.6593406593406593,0.1305987741631306,0.8694012258368694,62024,Pemberton township Burlington
Pemberton Twp.,Burlington,381,0.5123355584842187,2440,94,251,0.7526501766784452,0.43109540636042404,1439,0.5896387926,0.02779708130646282,0.15496872828353023,0.07922168172341904,0.001389854065323141,0.06393328700486449,0,0.6726893676164003,0.24461431549687282,0.7553856845031272,67750,Pemberton Burlington
Palisades Park,Bergen,382,0.5800746809312535,16721,52,13,0.8621908127208481,0.9611307420494699,20716,1.2389393016,0.5674840702838386,0.019936281135354315,0.016895153504537557,0.005020274184205445,0.09108901332303533,0.0014481560146746477,0.29812705155435415,0.21070670013516124,0.7892932998648388,64589,Palisades Park Bergen
East Newark,Hudson,384,0.5954992340712061,26579,42,5,0.8833922261484098,0.9858657243816255,2725,0.1025234496,0.07486238532110091,0.023853211009174313,0.009908256880733945,0,0.42385321100917434,0,0.4675229357798165,0.7478899082568807,0.25211009174311927,59313,East Newark Hudson
Woodbridge,Middlesex,385,0.5993823877790699,4370,41,134,0.8869257950530035,0.6501766784452296,101639,23.2569157392,0.2457718001948071,0.11539861667273389,0.026495734904908547,0.001259359104280837,0.04136207558122374,7.870994401755232e-5,0.5696337035980283,0.1886677358100729,0.8113322641899271,83266,Woodbridge township Middlesex
Delanco,Burlington,386,0.3836555973319339,1910,185,291,0.5229681978798587,0.36395759717314485,4503,2.3575945536,0.0011103708638685321,0.15078836331334666,0.06906506773262269,0,0.01176993115700644,0,0.7672662669331557,0.05351987563846325,0.9464801243615367,79778,Delanco township Burlington
Weymouth,Atlantic,387,0.2534765819397855,234,293,468,0.2968197879858657,0.0176678445229682,2772,11.8221020775,0.0183982683982684,0.08946608946608947,0.031746031746031744,0,0.0018037518037518038,0,0.8585858585858586,0.022005772005772004,0.977994227994228,61111,Weymouth township Atlantic
Maywood,Bergen,388,0.462128874090589,7608,127,55,0.6678445229681979,0.8303886925795053,9789,1.2866836554,0.15629788538155073,0.04699152109510675,0.036980283992236185,7.15088364490755e-4,0.04648074369189907,0,0.7125344774747165,0.20819286954745123,0.7918071304525488,86100,Maywood Bergen
Edgewater Park,Burlington,389,0.5371983490927903,3015,78,213,0.8021201413427562,0.508833922261484,8799,2.9181851127,0.014660756904193658,0.29378338447550856,0.03409478349812479,9.09194226616661e-4,0.0458006591658143,0,0.61075122172974206,0.1484259574951699,0.85157404250483,65778,Edgewater Park township Burlington
Deptford,Gloucester,390,0.4273964069430266,1763,151,301,0.607773851590106,0.36042402826855124,30556,17.3306826693,0.059202775232360255,0.13751799973818563,0.032595889514334335,0,0.030272286948553474,0,0.7404110485665663,0.07425710171488414,0.9257428982851158,67983,Deptford township Gloucester
Carneys Point,Salem,391,0.359253471265376,461,204,425,0.48056537102473496,0.08833922261484099,7794,16.9115533587,0.008596356171413909,0.16025147549396973,0.01821914293045933,0.002950987939440595,0.026430587631511418,0,0.783551449833205,0.13459071080318194,0.865409289196818,53892,Carneys Point township Salem
Hammonton,Atlantic,392,0.30295243440414077,357,245,440,0.392226148409894,0.0636042402826855,14557,40.7642345253,0.01387648553960294,0.028920794119667515,0.033454695335577385,5.495637837466511e-4,0.09363192965583568,0.001236518513429965,0.8283300130521398,0.20642989626983582,0.7935701037301642,68655,Hammonton Atlantic
Weehawken,Hudson,393,0.4201864362833182,18283,156,9,0.5936395759717314,0.9752650176678446,14268,0.7804146636,0.09987384356602187,0.03973927670311186,0.0436641435379871,0.006588169329969162,0.05999439304737875,0,0.7501401738155312,0.37601626016260165,0.6239837398373984,84841,Weehawken township Hudson
Mount Ephraim,Camden,394,0.14632171467032096,5250,403,103,0.10600706713780919,0.7208480565371025,4641,0.8840052936,0.003878474466709761,0.058823529411764705,0.00883430295195001,0,0.006464124111182934,0,0.9219995690583926,0.013143719026071967,0.9868562809739281,67340,Mount Ephraim Camden
Tinton Falls,Monmouth,395,0.3589472923381899,1157,206,354,0.47703180212014135,0.24381625441696114,17902,15.4747343322,0.05502178527538822,0.08842587420399955,0.034688861579711766,0.0025695453022008714,0.02653334822924813,1.1171936096525528e-4,0.7926488660484862,0.0507205898782259,0.9492794101217741,79206,Tinton Falls Monmouth
Ewing,Mercer,396,0.527261025149675,2397,84,254,0.784452296819788,0.43109540636042404,36437,15.2024114385,0.048082992562505145,0.28761972720037327,0.021571479540027992,0.002250459697560172,0.018470236298268244,0,0.6220051047012652,0.08518813294178994,0.91481186705821,74534,Ewing township Mercer
Clayton,Gloucester,397,0.4156197457383767,1198,159,350,0.5865724381625441,0.2579505300353357,8475,7.0746909948,0.015339233038348082,0.16094395280235987,0.06843657817109144,0.0018879056047197641,0.00943952802359882,0,0.743952802359882,0.04519174041297935,0.9548082595870206,65595,Clayton Gloucester
Little Ferry,Bergen,398,0.5281532632757203,7408,83,58,0.7879858657243817,0.8197879858657244,10942,1.4770660905,0.26210930360080426,0.027417291171632243,0.02494973496618534,0,0.05337232681411076,5.483458234326449e-4,0.6316029976238348,0.2733503929811735,0.7266496070188265,61341,Little Ferry Bergen
Brooklawn,Camden,399,0.3000465204585645,4107,248,145,0.38162544169611307,0.6395759717314488,2006,0.4884585849,0.020438683948155532,0.05682951146560319,0.023928215353938187,0.0014955134596211367,0.06580259222333001,0,0.8315054835493519,0.07726819541375872,0.9227318045862413,62697,Brooklawn Camden
Lower,Cape May,401,0.1103996447267711,797,453,390,0.045936395759717315,0.18021201413427562,22051,27.677173095,0.006167520747358397,0.020633984853294634,0.019454900004534943,0,0.010747811890617206,3.1744592081991746e-4,0.9426783365833749,0.06743458346560247,0.9325654165343975,60234,Lower township Cape May
Oaklyn,Camden,402,0.1709224835290465,6392,370,75,0.15547703180212014,0.784452296819788,4009,0.6272217666,0.017211274632077826,0.037166375654776755,0.025692192566724868,0.0014966325767024195,0.009229234222998255,0,0.9092042903467199,0.03841356946869544,0.9615864305313045,65301,Oaklyn Camden
Carteret,Middlesex,403,0.6370031921284824,5475,26,96,0.9257950530035336,0.734982332155477,24040,4.3909268832,0.2331946755407654,0.15357737104825292,0.029991680532445924,0.0022878535773710484,0.05029118136439268,0,0.530657237936772,0.3435108153078203,0.6564891846921797,73892,Carteret Middlesex
West Orange,Essex,404,0.5832814345831214,3967,48,154,0.8763250883392226,0.6113074204946997,47609,12.0015443691,0.0808040496544771,0.27412884118549014,0.03188472767753996,0.0015333235312650969,0.03465731269297822,8.401772774055326e-5,0.5769077275305089,0.19880694826608414,0.8011930517339159,93954,West Orange township Essex
Toms River,Ocean,405,0.21790651850108256,2253,325,265,0.2332155477031802,0.40636042402826855,91415,40.5787281471,0.041918722310342944,0.032007876169118855,0.020806213422304872,7.87616911885358e-4,0.022173603894328063,4.375649510474211e-5,0.8822622107969151,0.08348739265984795,0.916512607340152,76051,Toms River township Ocean
North Haledon,Passaic,406,0.16198702584120295,2459,381,249,0.13427561837455831,0.43462897526501765,8564,3.482479143,0.04168612797758057,0,0.021602055114432507,0,0.0227697337692667,0,0.9139420831387203,0.07741709481550678,0.9225829051844933,96851,North Haledon Passaic
Little Egg Harbor,Ocean,407,0.11160887826455423,437,449,431,0.05653710247349823,0.0812720848056537,20695,47.340446868,0.016670693404203914,0.00951920753805267,0.024208746073930903,3.865668035757429e-4,0.006619956511234598,5.798502053636144e-4,0.9420149794636385,0.05349118144479343,0.9465088185552065,63590,Little Egg Harbor township Ocean
Buena Vista,Atlantic,408,0.29575465331424855,182,251,488,0.37809187279151946,0.0035335689045936395,7488,41.0794755228,0.004273504273504274,0.07518696581196581,0.019764957264957264,0.02377136752136752,0.042868589743589744,0,0.8341346153846154,0.13207799145299146,0.8679220085470085,58942,Buena Vista township Atlantic
Newton,Sussex,409,0.2782678999667424,2362,265,258,0.35335689045936397,0.42402826855123676,7937,3.3600819681,0.0180168829532569,0.060476250472470704,0.012347234471462768,0,0.06450800050396875,0,0.8446516315988408,0.17021544664230817,0.8297845533576919,63661,Newton Sussex
Wallington,Bergen,410,0.20508661529779693,11771,336,23,0.21554770318021202,0.9328621908127208,11701,0.9940669596,0.05743098880437569,0.036834458593282625,0.008118964191094778,0.0017092556191778481,0.007007948038629177,0,0.8888983847534399,0.14494487650628152,0.8550551234937185,62648,Wallington Bergen
Sussex,Sussex,411,0.22223078292789833,3157,323,209,0.23674911660777384,0.5123674911660777,1872,0.5930550054,0.09882478632478632,0.022435897435897436,0.0010683760683760685,0,0.0016025641025641025,0,0.8760683760683761,0.08173076923076923,0.9182692307692307,41667,Sussex Sussex
Runnemede,Camden,412,0.3612899912441444,4091,201,146,0.4876325088339223,0.6395759717314488,8391,2.0510388756,0.04111548087236325,0.08068168275533309,0.034918364914789654,0.0013109283756405673,0.05029197950184722,0,0.7916815635800262,0.11953283279704445,0.8804671672029556,61104,Runnemede Camden
Manchester,Ocean,413,0.1862235299222884,533,356,420,0.17667844522968199,0.0989399293286219,43418,81.41632785,0.021834262287530517,0.03869362937030724,0.025473306002118938,0,0.012897876456769082,5.527661338615321e-4,0.9005481597494127,0.054608687641070526,0.9453913123589295,41689,Manchester township Ocean
Oldmans,Salem,414,0.1557916206571185,88,387,520,0.12014134275618374,0,1714,19.4933577267,0.007584597432905484,0.029171528588098017,0.019253208868144692,0,0.026254375729288213,0,0.9177362893815636,0.03500583430571762,0.9649941656942824,78636,Oldmans township Salem
South Amboy,Middlesex,415,0.2183635124226495,5730,324,93,0.23674911660777384,0.7385159010600707,8811,1.5377312807999999,0.03722619452956532,0.05947111565089093,0.012824877993417319,0,0.00930654863239133,0,0.8811712631937351,0.13744183407104754,0.8625581659289524,65074,South Amboy Middlesex
Buena Borough,Atlantic,416,0.4031864150127088,596,171,410,0.5618374558303887,0.12367491166077739,4510,7.5727310373,0.021729490022172948,0.04767184035476718,0.016186252771618625,0.0017738359201773836,0.15853658536585366,0,0.7541019955654102,0.2844789356984479,0.7155210643015522,50804,Buena Atlantic
Ridgefield Park,Bergen,417,0.48420932779706005,7667,116,52,0.6890459363957597,0.8409893992932862,13070,1.7047094922,0.13718439173680183,0.05868400918133129,0.017980107115531753,0.0019127773527161439,0.0864575363427697,8.416220351951033e-4,0.6969395562356542,0.42662586074980874,0.5733741392501913,72191,Ridgefield Park Bergen
Dover,Morris,418,0.5742256002393749,6842,55,66,0.8515901060070671,0.8056537102473498,18307,2.6756672085,0.02709346151745234,0.06483858633309662,0.02354290708472169,0.00213033265963839,0.31676407931392364,0,0.5656306330911673,0.696509531873054,0.30349046812694597,65538,Dover Morris
South Bound Brook,Somerset,419,0.5083055404144455,7145,99,60,0.7385159010600707,0.8127208480565371,4606,0.6446684673,0.1228831958315241,0.08293530178028659,0.058619192357794184,0,0.05492835432045159,0,0.6806339557099436,0.3332609639600521,0.6667390360399479,81545,South Bound Brook Somerset
Englewood,Bergen,420,0.6741532887121875,5788,11,90,0.9681978798586572,0.7455830388692579,28509,4.9254406344,0.12329439826019853,0.3076572310498439,0.038794766564944405,0.002771054754638886,0.06962713529060999,0,0.45785541407976427,0.24515065417938195,0.754849345820618,80670,Englewood Bergen
Brigantine,Atlantic,421,0.1436721435347279,1402,408,335,0.10600706713780919,0.29328621908127206,9164,6.5371853547,0.028481012658227847,0.020405936272370143,0.024989087734613707,4.3649061545176777e-4,8.729812309035355e-4,4.3649061545176777e-4,0.9243780008729813,0.07409428197293758,0.9259057180270625,65724,Brigantine Atlantic
Victory Gardens,Morris,422,0.567738520093829,11404,61,26,0.8374558303886925,0.9222614840989399,1655,0.1451191599,0.029607250755287008,0.11299093655589124,0.0030211480362537764,0,0.2634441087613293,0,0.5909365558912387,0.63202416918429,0.36797583081570995,45938,Victory Gardens Morris
Absecon,Atlantic,423,0.349179395605572,1531,210,325,0.4664310954063604,0.31802120141342755,8370,5.4682010954999996,0.06379928315412187,0.08685782556750299,0.015173237753882915,0,0.035603345280764635,0,0.7985663082437277,0.07419354838709677,0.9258064516129032,63887,Absecon Atlantic
Beverly,Burlington,424,0.5686300075585791,4664,60,121,0.8374558303886925,0.6749116607773852,2520,0.5403538998,0.004761904761904762,0.22896825396825396,0.13134920634920635,0,0.034523809523809526,0,0.6003968253968254,0.08253968253968254,0.9174603174603174,48583,Beverly Burlington
Brick Twp.,Ocean,427,0.1623333683644671,2931,380,218,0.13780918727915195,0.49823321554770317,75118,25.6245361515,0.018916904070928407,0.02240474986021992,0.015056311403391996,2.6624777017492476e-4,0.027649830932665938,0.0014776751244708326,0.914228280838148,0.09760643254612743,0.9023935674538726,73051,Brick township Ocean
Commercial,Cumberland,428,0.32003355756711516,159,230,493,0.4169611307420495,0,5080,31.913342604,0.014960629921259842,0.09980314960629921,0.06043307086614173,0.005905511811023622,0.0027559055118110236,0,0.8161417322834645,0.0702755905511811,0.9297244094488188,38750,Commercial township Cumberland
Camden,Camden,429,0.6793023802067433,8471,10,44,0.9717314487632509,0.8657243816254417,75550,8.9184250584,0.03176704169424222,0.453964262078094,0.0357114493712773,0.006313699536730642,0.2593646591661152,7.015221707478491e-4,0.21217736598279285,0.48483123759099933,0.5151687624090007,26105,Camden Camden
Clementon,Camden,430,0.4619730457458959,2606,129,238,0.6607773851590106,0.4558303886925795,4933,1.8927764856,0,0.27873504966551793,0.009324954388810055,0.0028380295965943643,0.03142104196229475,0,0.6776809243867828,0.12791404824650315,0.8720859517534969,52634,Clementon Camden
Rochelle Park,Bergen,431,0.3191463634369627,5731,232,92,0.4169611307420495,0.7385159010600707,5677,0.9906314418,0.11978157477540954,0.013563501849568433,0.008983618108155716,0.0017614937466971991,0.040690505548705305,0,0.8152193059714637,0.23357407081204862,0.7664259291879514,78333,Rochelle Park township Bergen
Trenton,Mercer,432,0.5830050182264821,11221,49,29,0.872791519434629,0.9187279151943463,84867,7.5634202358,0.01431651878822157,0.5047662813578894,0.013468132489660292,0.0018146040274782897,0.06940271247952678,0,0.3962317508572237,0.35962152544569737,0.6403784745543026,35524,Trenton Mercer
Elk,Gloucester,433,0.31570146917527353,215,233,476,0.4169611307420495,0.01060070671378092,4123,19.156225631399998,0.007276255154014068,0.12927479990298327,0.013824884792626729,0,0.028619936939121998,0.004608294930875576,0.8163958282803784,0.044142614601018676,0.9558573853989814,81649,Elk township Gloucester
